Order_ID,Order_Date,Customer_ID,Gender,Age,City,Product,Category,Quantity,Price,Discount,Total_Sales,Payment_Method,Rating
ORD10223,2025-06-09,CUST1903,Female,47.0,Mumbai,Chair,Furniture,3,2242,10.0,6053.4,Net Banking,3.0
ORD10224,2024-02-16,CUST1576,Male,27.0,Delhi,T-Shirt,Fashion,3,2663,15.0,6790.65,Cash,5.0
ORD10225,2024-12-03,CUST1235,Female,54.0,Pune,Book,Books,3,1348,5.0,3841.8,Net Banking,5.0
ORD10226,2025-05-17,CUST1471,Male,40.0,Bengaluru,Chair,Furniture,3,4102,,12306.0,Card,
ORD10227,2024-03-01,CUST1536,Male,22.0,Delhi,Watch,Accessories,2,4541,,9082.0,UPI,4.0
ORD10228,32-13-2024,CUST1009,Male,50.0,Lucknow,Shoes,Fashion,-1,656,,1312.0,Cash,1.0
ORD10229,2025-02-25,CUST1012,Male,51.0,Chennai,Watch,Accessories,4,228,0.0,912.0,Cash,1.0
ORD10230,2025-06-20,CUST1152,Male,30.0,Chennai,Book,Books,2,976,0.0,1952.0,Cash,3.0
ORD10231,2025-04-15,CUST1578,Male,32.0,Chennai,Book,Books,1,3156,15.0,2682.6,UPI,
ORD10232,2025-01-21,CUST1565,Female,21.0,Delhi,Laptop,Electronics,1,3420,15.0,2907.0,Card,1.0
ORD10233,2024-04-07,CUST1916,Male,32.0,Pune,Watch,Accessories,4,2813,20.0,9001.6,Net Banking,3.0
ORD10234,2024-02-03,CUST1183,Female,19.0,Pune,Laptop,Electronics,1,2396,20.0,1916.8,Card,
ORD10235,2024-09-03,CUST1580,Female,52.0,Hyderabad,Book,Books,1,2551,5.0,2423.45,Net Banking,
ORD10236,2024-12-20,CUST1054,Male,45.0,Pune,Shoes,Fashion,1,4202,,4202.0,UPI,3.0
ORD10237,2024-10-06,CUST1802,Female,49.0,,Book,Books,3,342,,1026.0,Cash,5.0
ORD10238,2025-01-24,CUST1087,Female,33.0,Mumbai,Book,Books,4,1621,,6484.0,UPI,3.0
ORD10239,2025-02-02,CUST1324,Female,24.0,Mumbai,Shoes,Fashion,4,1363,,5452.0,UPI,3.0
ORD10240,2024-05-15,CUST1089,Male,45.0,Lucknow,Watch,Accessories,3,2309,0.0,6927.0,Net Banking,1.0
ORD10241,2024-04-05,CUST1611,Female,42.0,Delhi,Laptop,Electronics,1,2999,20.0,2399.2,Cash,4.0
ORD10242,2025-06-17,CUST1173,Female,28.0,Bengaluru,Book,Books,1,4683,5.0,4448.85,Cash,3.0
ORD10243,2024-06-20,CUST1445,Female,44.0,Chennai,Mixer,Home,4,1295,0.0,5180.0,Net Banking,1.0
ORD10244,2025-05-22,CUST1608,Male,47.0,Mumbai,Chair,Furniture,3,2120,,6360.0,Card,3.0
ORD10245,2025-01-24,CUST1823,Female,46.0,Hyderabad,Laptop,Electronics,4,2821,20.0,9027.2,Net Banking,
ORD10246,2024-07-24,CUST1490,Female,29.0,Jaipur,Shoes,Fashion,3,2726,20.0,6542.4,Cash,3.0
ORD10247,2025-01-20,CUST1287,Female,41.0,Mumbai,Watch,Accessories,5,2085,10.0,9382.5,Card,5.0
ORD10248,2025-04-17,CUST1965,Male,46.0,Chennai,Shoes,Fashion,-1,320,,1600.0,UPI,4.0
ORD10249,2024-09-15,CUST1674,Male,45.0,Jaipur,Watch,Accessories,2,2580,5.0,4902.0,UPI,4.0
ORD10250,2025-06-02,CUST1945,Female,52.0,Delhi,Watch,Accessories,5,3383,20.0,13532.0,Cash,
ORD10251,2024-12-29,CUST1170,Male,54.0,Jaipur,Phone,Electronics,1,2133,,2133.0,Cash,4.0
ORD10252,2024-08-15,CUST1522,Male,46.0,Hyderabad,Phone,Electronics,1,907,10.0,816.3,Net Banking,4.0
ORD10253,2024-04-17,CUST1302,Female,23.0,Mumbai,Shoes,Fashion,3,301,15.0,767.55,Card,3.0
ORD10254,2025-06-17,CUST1494,Female,48.0,Mumbai,Mixer,Home,3,3830,5.0,10915.5,Net Banking,
ORD10255,2024-02-15,CUST1829,Male,19.0,Hyderabad,Watch,Accessories,3,650,10.0,1755.0,UPI,
ORD10256,2024-06-12,CUST1338,Female,47.0,Pune,Shoes,Fashion,2,4327,5.0,8221.3,Net Banking,
ORD10257,2024-01-30,CUST1755,Male,46.0,Jaipur,Shoes,Fashion,2,3640,15.0,6188.0,Net Banking,1.0
ORD10258,2024-03-05,CUST1591,Male,52.0,Bengaluru,T-Shirt,Fashion,2,2380,,4760.0,Cash,3.0
ORD10259,2025-05-16,CUST1540,Female,56.0,Jaipur,T-Shirt,Fashion,4,1033,10.0,3718.8,Net Banking,5.0
ORD10260,2024-06-25,CUST1833,Female,57.0,Mumbai,Phone,Electronics,3,2983,15.0,7606.65,Card,3.0
ORD10261,2024-07-06,CUST1382,Male,50.0,Jaipur,Phone,Electronics,2,2601,0.0,5202.0,Net Banking,5.0
ORD10262,2024-07-09,CUST1498,Male,53.0,Bengaluru,Shoes,Fashion,5,3243,15.0,13782.75,Net Banking,3.0
ORD10263,2024-02-24,CUST1886,Female,18.0,,Shoes,Fashion,2,2677,15.0,4550.9,Card,2.0
ORD10264,2025-05-21,CUST1418,Female,44.0,Lucknow,Book,Books,5,4240,,21200.0,Net Banking,2.0
ORD10265,2024-10-26,CUST1033,Female,32.0,Chennai,Phone,Electronics,5,352,5.0,1672.0,Card,4.0
ORD10266,2024-04-26,CUST1274,Female,52.0,Delhi,Watch,Accessories,5,4284,0.0,21420.0,Net Banking,5.0
ORD10267,2024-09-10,CUST1304,Male,46.0,Chennai,T-Shirt,Fashion,4,938,,3752.0,Cash,1.0
ORD10268,2024-12-25,CUST1881,Female,28.0,Bengaluru,Watch,Accessories,1,2041,5.0,1938.95,Card,2.0
ORD10269,2024-10-14,CUST1611,Male,38.0,Chennai,Laptop,Electronics,5,2973,20.0,11892.0,Cash,5.0
ORD10270,2025-02-25,CUST1940,Male,35.0,Bengaluru,Mixer,Home,5,880,5.0,4180.0,Card,2.0
ORD10271,2025-02-06,CUST1501,Male,54.0,Chennai,Shoes,Fashion,3,2127,,6381.0,Net Banking,4.0
ORD10272,2025-06-11,CUST1767,Female,41.0,Lucknow,Watch,Accessories,1,862,15.0,732.7,Net Banking,3.0
ORD10273,2025-01-01,CUST1870,Male,52.0,Jaipur,Laptop,Electronics,1,3855,,3855.0,Card,4.0
ORD10274,2024-10-17,CUST1345,Male,54.0,Lucknow,T-Shirt,Fashion,4,2299,10.0,8276.4,Cash,
ORD10275,2025-04-15,CUST1016,Male,28.0,Lucknow,Laptop,Electronics,1,915,,915.0,Net Banking,1.0
ORD10276,2024-11-05,CUST1162,Female,23.0,Hyderabad,Book,Books,2,1180,,2360.0,Cash,1.0
ORD10277,2024-11-08,CUST1743,Male,45.0,Mumbai,Chair,Furniture,2,524,15.0,890.8,UPI,1.0
ORD10278,2024-08-19,CUST1531,Female,18.0,Delhi,T-Shirt,Fashion,4,738,5.0,2804.4,Cash,1.0
ORD10279,2024-08-22,CUST1392,Male,24.0,Mumbai,Book,Books,2,4013,0.0,8026.0,Cash,3.0
ORD10280,2024-05-26,CUST1070,Male,57.0,Bengaluru,Mixer,Home,2,3235,5.0,6146.5,Net Banking,3.0
ORD10281,2025-03-29,CUST1880,Male,23.0,Mumbai,T-Shirt,Fashion,2,3472,20.0,5555.2,Card,1.0
ORD10282,2024-05-23,CUST1253,Female,,Mumbai,Book,Books,3,3617,10.0,9765.9,Card,5.0
ORD10283,2025-06-14,CUST1621,Male,43.0,Chennai,Mixer,Home,1,2571,5.0,2442.45,UPI,2.0
ORD10284,2025-05-26,CUST1653,Male,51.0,Delhi,Watch,Accessories,4,1023,5.0,3887.4,Cash,3.0
ORD10285,2025-01-09,CUST1559,Male,48.0,Mumbai,Shoes,Fashion,4,4756,15.0,16170.4,UPI,5.0
ORD10286,2024-02-10,CUST1944,Male,43.0,Chennai,Phone,Electronics,1,2247,5.0,2134.65,Net Banking,4.0
ORD10287,2024-06-05,CUST1284,Male,37.0,Mumbai,Book,Books,1,4495,20.0,3596.0,Card,2.0
ORD10288,2024-03-08,CUST1317,Female,33.0,Delhi,Chair,Furniture,4,4904,,19616.0,Card,1.0
ORD10289,2024-02-26,CUST1316,Male,25.0,Delhi,Book,Books,1,3814,20.0,3051.2,Card,
ORD10290,2025-06-19,CUST1529,Female,28.0,Hyderabad,Laptop,Electronics,2,4166,10.0,7498.8,Card,
ORD10291,2025-03-15,CUST1278,Male,34.0,Mumbai,Mixer,Home,1,340,10.0,306.0,Net Banking,4.0
ORD10292,2024-06-19,CUST1376,Male,34.0,Mumbai,Chair,Furniture,1,4192,20.0,3353.6,UPI,2.0
ORD10293,2024-02-17,CUST1483,Female,42.0,Bengaluru,Laptop,Electronics,1,200,5.0,190.0,Card,1.0
ORD10294,2025-03-02,CUST1937,Female,35.0,Mumbai,Book,Books,2,2736,5.0,5198.4,Cash,1.0
ORD10295,2024-02-17,CUST1976,Female,22.0,Lucknow,Laptop,Electronics,2,1928,20.0,3084.8,Cash,3.0
ORD10296,2024-01-09,CUST1377,Male,36.0,Chennai,Chair,Furniture,1,4630,15.0,3935.5,Card,4.0
ORD10297,2024-09-08,CUST1154,Male,44.0,Delhi,Chair,Furniture,5,4141,5.0,19669.75,Card,5.0
ORD10298,2025-01-20,CUST1869,Female,24.0,Pune,Chair,Furniture,1,2844,0.0,2844.0,Card,4.0
ORD10299,2024-10-13,CUST1095,Male,32.0,Jaipur,Watch,Accessories,1,1266,,1266.0,Cash,4.0
ORD10300,2024-05-16,CUST1652,Female,22.0,Delhi,Phone,Electronics,5,882,20.0,3528.0,Net Banking,
ORD10301,2024-11-18,CUST1948,Female,38.0,Hyderabad,Shoes,Fashion,2,2489,10.0,4480.2,Net Banking,3.0
ORD10302,2024-04-21,CUST1159,Male,28.0,Lucknow,T-Shirt,Fashion,1,1760,5.0,1672.0,Net Banking,3.0
ORD10303,2024-07-31,CUST1462,Female,47.0,Chennai,Book,Books,1,4490,10.0,4041.0,UPI,1.0
ORD10304,2024-12-01,CUST1151,Male,33.0,Hyderabad,Shoes,Fashion,3,430,5.0,1225.5,Net Banking,5.0
ORD10305,2024-02-01,CUST1974,Female,46.0,Pune,Laptop,Electronics,3,2231,5.0,6358.35,UPI,4.0
ORD10306,2024-03-04,CUST1850,Male,26.0,Pune,Phone,Electronics,2,1094,0.0,2188.0,Net Banking,3.0
ORD10307,2024-03-17,CUST1022,Male,30.0,Lucknow,Phone,Electronics,-1,4901,10.0,22054.5,Card,1.0
ORD10308,2024-02-21,CUST1172,Female,,Lucknow,Chair,Furniture,1,449,15.0,381.65,UPI,4.0
ORD10309,2024-07-10,CUST1281,Female,46.0,Bengaluru,Book,Books,2,2999,5.0,5698.1,UPI,5.0
ORD10310,2025-05-05,CUST1062,Male,35.0,Jaipur,T-Shirt,Fashion,3,4186,15.0,10674.3,Card,4.0
ORD10311,2024-01-20,CUST1391,Female,48.0,Lucknow,T-Shirt,Fashion,5,2141,,10705.0,Cash,5.0
ORD10312,2024-01-27,CUST1326,Male,19.0,Chennai,Chair,Furniture,4,2315,5.0,8797.0,UPI,4.0
ORD10313,2024-04-12,CUST1253,Male,35.0,Delhi,Chair,Furniture,5,2006,5.0,9528.5,Card,5.0
ORD10314,2024-08-30,CUST1606,Female,40.0,Delhi,Book,Books,3,1523,5.0,4340.55,Cash,5.0
ORD10315,2024-11-12,CUST1179,Female,20.0,Mumbai,Shoes,Fashion,5,1642,15.0,6978.5,UPI,2.0
ORD10316,2024-01-01,CUST1339,Male,26.0,Hyderabad,T-Shirt,Fashion,1,4412,15.0,3750.2,Card,3.0
ORD10317,2024-05-25,CUST1792,Male,51.0,Hyderabad,Laptop,Electronics,1,1310,20.0,1048.0,UPI,3.0
ORD10318,2024-11-05,CUST1330,Male,28.0,Jaipur,Book,Books,5,927,10.0,4171.5,Net Banking,
ORD10319,2024-12-31,CUST1228,Male,42.0,Chennai,Chair,Furniture,2,4703,,9406.0,Cash,2.0
ORD10320,2024-02-03,CUST1186,Female,57.0,Pune,Shoes,Fashion,1,4792,15.0,4073.2,UPI,4.0
ORD10321,2024-12-21,CUST1327,Male,58.0,Mumbai,Shoes,Fashion,3,737,5.0,2100.45,Cash,4.0
ORD10322,2024-03-10,CUST1358,Female,24.0,Delhi,Laptop,Electronics,3,1817,5.0,5178.45,UPI,4.0
ORD10323,2025-05-19,CUST1902,Female,40.0,Jaipur,Watch,Accessories,4,1462,15.0,4970.8,UPI,4.0
ORD10324,2024-02-04,CUST1301,Male,38.0,Chennai,T-Shirt,Fashion,2,3796,0.0,7592.0,UPI,1.0
ORD10325,2024-03-17,CUST1560,Male,39.0,Lucknow,Chair,Furniture,2,3175,5.0,6032.5,UPI,4.0
ORD10326,2024-02-24,CUST1103,Female,31.0,Pune,Shoes,Fashion,5,3656,5.0,17366.0,Net Banking,
ORD10327,2024-04-08,CUST1050,Female,54.0,Lucknow,Mixer,Home,3,2536,5.0,7227.6,Card,1.0
ORD10328,2024-10-28,CUST1843,Female,30.0,Mumbai,Chair,Furniture,1,3602,0.0,3602.0,UPI,2.0
ORD10329,2024-04-28,CUST1315,Female,48.0,,Shoes,Fashion,3,771,15.0,1966.05,Cash,1.0
ORD10330,2025-01-13,CUST1191,Female,20.0,Chennai,Book,Books,2,3139,15.0,5336.3,Net Banking,4.0
ORD10331,2024-03-04,CUST1154,Male,23.0,Hyderabad,Mixer,Home,2,2300,20.0,3680.0,Net Banking,5.0
ORD10332,2025-06-19,CUST1428,Female,54.0,Pune,T-Shirt,Fashion,5,599,15.0,2545.75,Net Banking,3.0
ORD10333,2025-06-13,CUST1819,Male,25.0,Lucknow,Phone,Electronics,4,384,20.0,1228.8,Card,2.0
ORD10334,2025-03-09,CUST1080,Female,,Bengaluru,T-Shirt,Fashion,2,1133,0.0,2266.0,Cash,3.0
ORD10335,2025-02-10,CUST1565,Female,35.0,Lucknow,Phone,Electronics,1,3279,20.0,2623.2,UPI,
ORD10336,2024-05-31,CUST1580,Male,24.0,Mumbai,Book,Books,1,3495,5.0,3320.25,Cash,5.0
ORD10337,2025-05-12,CUST1585,Female,20.0,Bengaluru,Chair,Furniture,4,2263,15.0,7694.2,Cash,4.0
ORD10338,2025-02-09,CUST1910,Female,33.0,Delhi,Shoes,Fashion,5,3390,0.0,16950.0,Net Banking,3.0
ORD10339,2024-11-14,CUST1287,Female,24.0,Pune,Chair,Furniture,1,2867,10.0,2580.3,Card,3.0
ORD10340,2025-03-02,CUST1619,Male,30.0,Lucknow,Watch,Accessories,3,2307,,6921.0,Card,4.0
ORD10341,2025-06-11,CUST1810,Male,22.0,Chennai,Watch,Accessories,5,3163,0.0,15815.0,Net Banking,2.0
ORD10342,2024-02-29,CUST1255,Male,47.0,Delhi,Laptop,Electronics,2,1679,5.0,3190.1,Cash,
ORD10343,2025-06-01,CUST1406,Male,19.0,Pune,T-Shirt,Fashion,3,3117,15.0,7948.35,Cash,4.0
ORD10344,2024-12-24,CUST1352,Male,34.0,Mumbai,Watch,Accessories,2,3987,20.0,6379.2,Cash,1.0
ORD10345,2024-08-07,CUST1877,Male,59.0,Pune,Book,Books,1,1434,20.0,1147.2,Card,3.0
ORD10346,2024-01-10,CUST1485,Male,59.0,Bengaluru,Book,Books,5,264,,1320.0,UPI,2.0
ORD10347,2024-10-08,CUST1433,Female,40.0,Lucknow,Mixer,Home,5,2602,,13010.0,Cash,2.0
ORD10348,2025-02-10,CUST1598,Male,18.0,Hyderabad,Watch,Accessories,3,4365,20.0,10476.0,Cash,3.0
ORD10349,2024-10-10,CUST1655,Female,35.0,Chennai,Phone,Electronics,4,622,10.0,2239.2,Cash,2.0
ORD10350,2025-02-17,CUST1676,Female,26.0,Delhi,Shoes,Fashion,5,2068,0.0,10340.0,Net Banking,3.0
ORD10351,2024-02-06,CUST1597,Male,39.0,Pune,Mixer,Home,4,3414,15.0,11607.6,Net Banking,
ORD10352,2024-07-04,CUST1300,Male,48.0,Bengaluru,Chair,Furniture,5,2559,5.0,12155.25,Cash,
ORD10353,2024-12-29,CUST1228,Female,44.0,Hyderabad,Shoes,Fashion,3,831,5.0,2368.35,Cash,3.0
ORD10354,2024-02-24,CUST1887,Male,48.0,Pune,Mixer,Home,4,1064,15.0,3617.6,UPI,
ORD10355,2024-02-25,CUST1891,Male,26.0,Pune,Book,Books,5,2544,15.0,10812.0,Cash,4.0
ORD10356,2024-07-03,CUST1797,Male,49.0,Hyderabad,Watch,Accessories,2,2691,,5382.0,Card,3.0
ORD10357,2024-08-02,CUST1779,Male,54.0,Bengaluru,Laptop,Electronics,1,3803,10.0,3422.7,Net Banking,1.0
ORD10358,2025-03-15,CUST1413,Female,48.0,Jaipur,Shoes,Fashion,5,3652,,18260.0,UPI,1.0
ORD10359,2024-07-14,CUST1018,Male,58.0,Pune,T-Shirt,Fashion,3,215,10.0,580.5,Card,
ORD10360,2025-01-27,CUST1515,Female,28.0,Mumbai,Chair,Furniture,3,1156,0.0,3468.0,UPI,3.0
ORD10361,2025-06-20,CUST1345,Female,26.0,Hyderabad,Mixer,Home,4,4362,20.0,13958.4,Net Banking,3.0
ORD10362,2024-08-21,CUST1229,Male,31.0,Delhi,T-Shirt,Fashion,2,3404,0.0,6808.0,Card,1.0
ORD10363,2024-09-18,CUST1789,Male,56.0,Delhi,Chair,Furniture,1,3173,,3173.0,UPI,
ORD10364,2025-03-30,CUST1389,Male,,Chennai,Laptop,Electronics,1,1048,15.0,890.8,Net Banking,
ORD10365,2025-03-06,CUST1677,Male,60.0,Chennai,Shoes,Fashion,2,176,10.0,316.8,Card,4.0
ORD10366,2024-04-26,CUST1803,Male,49.0,Pune,Phone,Electronics,-1,unknown,10.0,4788.0,Card,3.0
ORD10367,2024-06-13,CUST1040,Female,,Lucknow,T-Shirt,Fashion,3,3456,10.0,9331.2,Cash,2.0
ORD10368,2025-05-20,CUST1152,Male,,Mumbai,Laptop,Electronics,1,829,0.0,829.0,UPI,3.0
ORD10369,2025-04-20,CUST1051,Male,29.0,Delhi,T-Shirt,Fashion,4,2525,10.0,9090.0,Cash,3.0
ORD10370,2024-02-16,CUST1009,Male,60.0,Bengaluru,Chair,Furniture,4,1049,0.0,4196.0,Cash,3.0
ORD10371,2024-04-05,CUST1381,Female,29.0,Mumbai,Watch,Accessories,5,2297,,11485.0,Net Banking,4.0
ORD10372,2025-05-04,CUST1819,Female,59.0,Bengaluru,Watch,Accessories,3,3259,,9777.0,UPI,2.0
ORD10373,2025-05-09,CUST1821,Female,29.0,Jaipur,Laptop,Electronics,2,949,15.0,1613.3,Cash,5.0
ORD10374,2024-04-25,CUST1908,Female,46.0,Delhi,Laptop,Electronics,2,4057,15.0,6896.9,UPI,3.0
ORD10375,2024-08-17,CUST1978,Female,51.0,Mumbai,Chair,Furniture,1,4399,,4399.0,Net Banking,
ORD10376,2025-01-29,CUST1152,Male,18.0,Bengaluru,T-Shirt,Fashion,4,2932,,11728.0,Net Banking,4.0
ORD10377,2024-09-03,CUST1338,Female,21.0,Pune,Shoes,Fashion,1,4127,10.0,3714.3,Net Banking,4.0
ORD10378,2025-04-03,CUST1090,Female,46.0,Hyderabad,T-Shirt,Fashion,1,3860,15.0,3281.0,UPI,4.0
ORD10379,2024-02-06,CUST1570,Male,23.0,Chennai,Laptop,Electronics,1,3404,15.0,2893.4,Card,
ORD10380,2024-08-16,CUST1864,Female,39.0,Lucknow,Watch,Accessories,3,3076,0.0,9228.0,Cash,
ORD10381,2024-08-15,CUST1002,Female,40.0,Chennai,Watch,Accessories,1,898,,898.0,Cash,
ORD10382,2024-05-23,CUST1841,Female,24.0,Chennai,Phone,Electronics,1,1444,15.0,1227.4,Card,2.0
ORD10383,2024-07-14,CUST1733,Female,24.0,Jaipur,Phone,Electronics,4,1866,15.0,6344.4,UPI,
ORD10384,2025-05-31,CUST1137,Female,,Delhi,Phone,Electronics,4,3846,,15384.0,Net Banking,5.0
ORD10385,2024-06-26,CUST1748,Male,24.0,Jaipur,Watch,Accessories,5,1551,,7755.0,Cash,5.0
ORD10386,2025-02-11,CUST1986,Female,36.0,Lucknow,Book,Books,4,2133,10.0,7678.8,Card,2.0
ORD10387,2024-11-17,CUST1728,Male,30.0,Pune,Book,Books,5,4296,10.0,19332.0,Cash,
ORD10388,2024-11-26,CUST1727,Male,40.0,Lucknow,Chair,Furniture,2,1556,20.0,2489.6,Net Banking,
ORD10389,2024-04-19,CUST1025,Female,27.0,Delhi,Mixer,Home,4,204,20.0,652.8,UPI,2.0
ORD10390,2024-09-13,CUST1149,Male,36.0,Pune,Mixer,Home,2,2447,,4894.0,UPI,3.0
ORD10391,2025-02-02,CUST1243,Female,60.0,Delhi,Watch,Accessories,1,4702,5.0,4466.9,Net Banking,4.0
ORD10392,2024-01-14,CUST1761,Female,30.0,Lucknow,Book,Books,3,4623,0.0,13869.0,Card,
ORD10393,2024-07-20,CUST1794,Male,36.0,Lucknow,Chair,Furniture,5,4577,,22885.0,Card,
ORD10394,2025-06-10,CUST1122,Female,20.0,Jaipur,Phone,Electronics,2,1523,,3046.0,Cash,5.0
ORD10395,2024-09-18,CUST1005,Female,47.0,Bengaluru,Mixer,Home,2,1418,20.0,2268.8,UPI,2.0
ORD10396,2024-11-04,CUST1502,Female,22.0,Hyderabad,Chair,Furniture,5,516,,2580.0,Card,2.0
ORD10397,2025-02-17,CUST1094,Female,32.0,Pune,Phone,Electronics,5,1405,15.0,5971.25,Cash,3.0
ORD10398,2025-05-01,CUST1574,Male,25.0,Hyderabad,Chair,Furniture,3,1889,20.0,4533.6,Net Banking,2.0
ORD10399,2024-04-26,CUST1395,Female,52.0,Chennai,T-Shirt,Fashion,1,2729,15.0,2319.65,UPI,5.0
ORD10400,2025-05-13,CUST1044,Female,59.0,Pune,Chair,Furniture,5,4267,15.0,18134.75,Cash,5.0
ORD10401,2024-01-08,CUST1641,Male,31.0,Pune,Phone,Electronics,1,1471,20.0,1176.8,Net Banking,1.0
ORD10402,2024-03-14,CUST1764,Male,19.0,Lucknow,T-Shirt,Fashion,5,3665,,18325.0,Cash,1.0
ORD10403,2024-09-14,CUST1571,Male,54.0,Pune,Phone,Electronics,1,544,5.0,516.8,Cash,4.0
ORD10404,2024-11-19,CUST1017,Female,25.0,Delhi,Book,Books,-1,3413,15.0,11604.2,UPI,
ORD10405,2024-04-18,CUST1296,Female,56.0,Mumbai,Laptop,Electronics,1,3030,20.0,2424.0,Cash,4.0
ORD10406,2024-06-09,CUST1546,Male,26.0,Jaipur,Book,Books,4,352,15.0,1196.8,Cash,
ORD10407,2024-05-24,CUST1126,Male,18.0,Jaipur,Shoes,Fashion,3,3156,0.0,9468.0,UPI,3.0
ORD10408,2025-06-08,CUST1145,Male,29.0,Pune,T-Shirt,Fashion,3,1834,15.0,4676.7,Cash,2.0
ORD10409,2025-04-17,CUST1660,Male,36.0,Mumbai,Phone,Electronics,2,4747,0.0,9494.0,Cash,1.0
ORD10410,2024-12-31,CUST1131,Male,24.0,Chennai,T-Shirt,Fashion,5,4091,10.0,18409.5,UPI,2.0
ORD10411,2024-11-09,CUST1710,Male,54.0,Hyderabad,Chair,Furniture,4,3791,10.0,13647.6,Cash,4.0
ORD10412,2024-08-14,CUST1729,Female,35.0,Hyderabad,Shoes,Fashion,1,2665,5.0,2531.75,Card,
ORD10413,2025-01-02,CUST1793,Female,49.0,Mumbai,Chair,Furniture,4,3891,15.0,13229.4,Card,
ORD10414,2024-07-20,CUST1269,Male,22.0,Delhi,Phone,Electronics,3,1246,20.0,2990.4,UPI,5.0
ORD10415,2024-09-23,CUST1556,Female,59.0,Bengaluru,Book,Books,5,1842,0.0,9210.0,Cash,4.0
ORD10416,2025-04-20,CUST1513,Male,43.0,Hyderabad,T-Shirt,Fashion,5,2483,5.0,11794.25,UPI,
ORD10417,2024-05-23,CUST1456,Male,29.0,Bengaluru,T-Shirt,Fashion,5,1458,20.0,5832.0,Net Banking,3.0
ORD10418,2024-03-05,CUST1270,Female,32.0,Delhi,Laptop,Electronics,2,4094,5.0,7778.6,Card,5.0
ORD10419,2024-02-17,CUST1040,Female,24.0,Chennai,Chair,Furniture,4,3947,15.0,13419.8,Cash,5.0
ORD10420,2024-03-20,CUST1529,Female,42.0,Pune,Shoes,Fashion,4,3200,10.0,11520.0,Net Banking,3.0
ORD10421,2024-01-07,CUST1513,Male,46.0,Bengaluru,Chair,Furniture,4,4049,20.0,12956.8,Card,1.0
ORD10422,2024-06-10,CUST1370,Male,60.0,Pune,Mixer,Home,2,1330,5.0,2527.0,Net Banking,3.0
ORD10423,2024-08-03,CUST1604,Male,59.0,Jaipur,Phone,Electronics,4,4022,15.0,13674.8,UPI,2.0
ORD10424,2024-06-13,CUST1137,Male,54.0,Bengaluru,Laptop,Electronics,2,4798,20.0,7676.8,UPI,2.0
ORD10425,2024-01-20,CUST1899,Female,23.0,Pune,Mixer,Home,2,4332,15.0,7364.4,Net Banking,5.0
ORD10426,2025-02-24,CUST1615,Male,55.0,Bengaluru,Watch,Accessories,4,1497,5.0,5688.6,Cash,2.0
ORD10427,2024-03-11,CUST1235,Female,42.0,Bengaluru,Chair,Furniture,4,4986,20.0,15955.2,UPI,1.0
ORD10428,2025-03-05,CUST1846,Male,56.0,Mumbai,T-Shirt,Fashion,5,4231,,21155.0,Card,4.0
ORD10429,2024-04-05,CUST1493,Male,56.0,Delhi,Laptop,Electronics,5,4223,0.0,21115.0,Net Banking,5.0
ORD10430,2025-03-15,CUST1234,Female,42.0,Hyderabad,Book,Books,3,455,,1365.0,UPI,4.0
ORD10431,2024-03-26,CUST1290,Female,34.0,Pune,Shoes,Fashion,3,4008,5.0,11422.8,UPI,
ORD10432,2025-06-16,CUST1007,Female,,Pune,Laptop,Electronics,5,4380,0.0,21900.0,Cash,4.0
ORD10433,2024-09-16,CUST1267,Female,54.0,Hyderabad,Chair,Furniture,1,1367,15.0,1161.95,Cash,
ORD10434,2025-05-09,CUST1183,Female,53.0,Lucknow,Book,Books,2,3485,20.0,5576.0,Cash,3.0
ORD10435,2024-05-01,CUST1765,Male,46.0,Bengaluru,Chair,Furniture,4,1231,,4924.0,UPI,2.0
ORD10436,2024-02-23,CUST1164,Female,58.0,Delhi,Book,Books,3,4610,20.0,11064.0,UPI,2.0
ORD10437,2024-03-06,CUST1269,Male,41.0,Mumbai,Watch,Accessories,5,3666,0.0,18330.0,UPI,
ORD10438,2024-02-28,CUST1968,Male,58.0,Lucknow,Book,Books,4,4368,10.0,15724.8,Net Banking,1.0
ORD10439,2024-02-04,CUST1802,Male,57.0,Bengaluru,T-Shirt,Fashion,5,2442,5.0,11599.5,UPI,3.0
ORD10440,2024-10-09,CUST1798,Female,40.0,Jaipur,T-Shirt,Fashion,1,1389,0.0,1389.0,Net Banking,5.0
ORD10441,2024-03-11,CUST1941,Male,53.0,Chennai,T-Shirt,Fashion,5,225,,1125.0,Cash,3.0
ORD10442,2025-02-17,CUST1588,Male,34.0,Bengaluru,Mixer,Home,2,1693,15.0,2878.1,Net Banking,5.0
ORD10443,2024-10-28,CUST1348,Male,50.0,Chennai,Phone,Electronics,5,692,20.0,2768.0,Cash,
ORD10444,2024-09-06,CUST1775,Female,47.0,Lucknow,Watch,Accessories,4,4713,15.0,16024.2,UPI,4.0
ORD10445,2024-08-13,CUST1693,Male,38.0,Jaipur,Phone,Electronics,3,653,15.0,1665.15,Cash,5.0
ORD10446,2024-04-05,CUST1408,Female,22.0,Bengaluru,Laptop,Electronics,3,2133,10.0,5759.1,Net Banking,3.0
ORD10447,2024-07-06,CUST1969,Male,49.0,Pune,Chair,Furniture,2,4799,10.0,8638.2,Card,
ORD10448,2024-07-26,CUST1854,Male,57.0,Hyderabad,T-Shirt,Fashion,3,1793,5.0,5110.05,Card,1.0
